lp,symbol,decimals,liquidity,type,tick,sqrt_ratio,token0,reserve0,staked0,token1,reserve1,staked1,gauge,gauge_liquidity,gauge_alive,fee,bribe,factory,emissions,emissions_token,emissions_cap,pool_fee,unstaked_fee,token0_fees,token1_fees,locked,emerging,created_at,nfpm,alm,root,chain_id,chain_name,chain_key
0x8B4BDc79294319D98494acCD095ECadC2F407183,,18,273864696267,200,-140666,69906052015563092268515077,0x4200000000000000000000000000000000000006,287101093739443,2918062876151,0xBCFc435d8F276585f6431Fc1b9EE9A850B5C00A9,8936573627,0,0xd69692cE562504E4C8C60eCF5e57ae49c2596add,259626100445,False,0x35B45D997B1EF6F01e806c8B3DE309fD372B04f2,0xE672729F55C70fB16b935FE0E7a0269f2eeac89c,0x04625B046C69577EfC40e6c0Bb83CDBAfab5a55F,0,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,0,10000,0,1133872378816,32578201,0,0,0,0x991d5546C4B442B4c5fdc4c8B8b8d131DEB24702,0x0000000000000000000000000000000000000000,0x65bC2a1fD942af7cEFC74c927187a40F62F1807C,1750,Metal L2,metal
0xc2026f3fb6fc51F4EcAE40a88b4509cB6C143ed4,,18,69950752948362689889,200,119189,30683889550011905597305865981802,0x4200000000000000000000000000000000000006,6612111729091552,97647079998859,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,25624437961499243848874,255015230270971791398,0xECa4aa186bB6De65fD73486bfC8B95F2A623b9Cb,69945042943216267393,True,0x69101e1884ee42eA654E0EA469193bf8D268936C,0xF1303a5Ca8d0caf8BEeE8eC8A0ab709fA822f857,0x04625B046C69577EfC40e6c0Bb83CDBAfab5a55F,54224724708614,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,0,10000,100000,29997796018880,10549224933305502747,0,0,0,0x991d5546C4B442B4c5fdc4c8B8b8d131DEB24702,0x0000000000000000000000000000000000000000,0xBf0C8957ddacD58cC24b238703AF119c183AC923,1750,Metal L2,metal
0xd64cf07ee98e05d6d4f8AD2AA77D2C217C40c9cc,,18,125872397730,100,-195234,4567154963205968735403816,0x4200000000000000000000000000000000000006,133364221274569,10871658148035,0xb91CFCcA485C6E40E3bC622f9BFA02a8ACdEeBab,440270,0,0x78a11B4418DfC9cD514f5c21e166a17b84948c8e,125872397730,False,0xb837EDcf60C1CB6DF49111DF7fd28611b3321345,0x6990B78e7Cb273A1E10c59f359f5fB6d1E4082Bf,0x04625B046C69577EfC40e6c0Bb83CDBAfab5a55F,0,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,0,500,0,17028357485,116,0,0,0,0x991d5546C4B442B4c5fdc4c8B8b8d131DEB24702,0x0000000000000000000000000000000000000000,0xAc4bc773Bf07DDA6dfA4D23b83a4946EDAe265d9,1750,Metal L2,metal
0xabAc9714D1b42919af40fBcFBdCD0F287A2a839d,,18,936277400834,100,-196195,4352928226054607654924747,0x4200000000000000000000000000000000000006,10872348482186332,86239514606,0x51E85d70944256710cb141847F1a04f568C1Db0e,220154326,0,0x0339D5B6e0f75227Cb5B56346B2bc378CEb2f535,954550141,False,0xf833E2D639fB573c67D798bF1bD3088817076692,0x2B760c6787fF783C83E2Ef3FcbE54f1b9e7758C2,0x04625B046C69577EfC40e6c0Bb83CDBAfab5a55F,0,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,0,2000,0,2061904818419574,5386865,0,0,0,0x991d5546C4B442B4c5fdc4c8B8b8d131DEB24702,0x0000000000000000000000000000000000000000,0x7723cf4264773ff249b1882aecE641325C5b21B7,1750,Metal L2,metal
0xD53F254C8a0B871C6A260cC290144f579035315a,,18,215303736383035,1,-4,79215118326520362717641657372,0x1217BfE6c773EEC6cc4A38b5Dc45B92292B6E189,3346166641,3157247823,0x51E85d70944256710cb141847F1a04f568C1Db0e,7610113223,7606510480,0x513C6Be8B12d45D8751ed5c2936f2B24bd15a44d,215303736383035,True,0x5c84ca2EaA7F8D15569B9C28b3aDaf7B6a0ae59a,0xf966586DF8089B163AeDe25C56164945b7C4159D,0x04625B046C69577EfC40e6c0Bb83CDBAfab5a55F,4237590656094019,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,0,200,100000,2496179,3363783,0,0,0,0x991d5546C4B442B4c5fdc4c8B8b8d131DEB24702,0x0000000000000000000000000000000000000000,0x8746EB83b847796A31eeB14F550E9A4B027Ce833,1750,Metal L2,metal
0xDaC26c3ffe00ad0656f8Cd8752186d2f7D9ae789,,18,3596524259969249,100,196582,1470278141059108249258097178348319,0x1217BfE6c773EEC6cc4A38b5Dc45B92292B6E189,3899107258,170124717,0x4200000000000000000000000000000000000006,13217857369940214673,274516511443782047,0xE8BbCB09996953C501a65e9E7c0B18A24892E385,3596524259969249,True,0x5B31C27B516a0DD19E92B9c90A5Bc4595418EaCc,0xc26689DD8655f97f0e8Ec1f4bc560DcE501ca418,0x04625B046C69577EfC40e6c0Bb83CDBAfab5a55F,13022074107664439,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,0,1000,100000,32848774,12108092101085992,0,0,0,0x991d5546C4B442B4c5fdc4c8B8b8d131DEB24702,0x0000000000000000000000000000000000000000,0x0bA1caA76Ea4f5700C5B6b8204e753bB026D9FF4,1750,Metal L2,metal
0x9067FB6AeFa1b3dbe64B0E290C17A19B050E3F15,sAMMV2-USDC/FRAX,18,27312631258509914,0,0,0,0xDcc0F2D8F90FDe85b10aC1c8Ab57dc0AE946A543,29757193968,29696316887,0xFc00000000000000000000000000000000000001,24872618799944383971946,24821734552298961772574,0x0fC884C7a3d32Ea0e9fA5b7d95572262E98BB62E,27256755248670161,True,0xb837EDcf60C1CB6DF49111DF7fd28611b3321345,0x6990B78e7Cb273A1E10c59f359f5fB6d1E4082Bf,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,5311735683477421,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,0,1,0,0,0,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x98DcfF98d17f21e35211c923934924af65fBdD66,252,Fraxtal,fraxtal
0x36138dA358b34D8061B0b0dce5BABAb7B8Fa9767,sAMMV2-USDe/FRAX,18,15265998108174195427160,0,0,0,0x5d3a1Ff2b6BAb83b63cd9AD0787074081a52ef34,16447254697602932481819,16447020806817318057070,0xFc00000000000000000000000000000000000001,14085015023204186842890,14084814725021314516448,0x8140EAbcC9d82fa141165FfF89E74831AB723DdF,15265781015634658748737,True,0xaFBD359Ad39fbFCfb60B5417187F072B3dA217D8,0x308754336Cdd9eE6F773e0C1D9F2D1f9c20d8Ce7,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,3937520560259373,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,0,5,0,0,0,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0xd58d162F1da43B1Ee880972B3a45203f2B227D2c,252,Fraxtal,fraxtal
0x784B4Bdf9257e8b69C21912Eb6B6917C609F4FAE,vAMMV2-AURA/wfrxETH,18,38087649741052157952,-1,0,0,0x1509706a6c66CA549ff0cB464de88231DDBe213B,8552601907795624742177,8547250075394188732232,0xFC00000000000000000000000000000000000006,169617562198459855,169511423180765264,0x1699BB199BC287dB78377fd1C7E6DE1af30c55a2,38063816208265730524,True,0x69101e1884ee42eA654E0EA469193bf8D268936C,0xF1303a5Ca8d0caf8BEeE8eC8A0ab709fA822f857,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,787275751488625,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,0,100,0,0,0,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x1A091Cf7284ffD1e88224b9D1337E8CfbaAAfEf3,252,Fraxtal,fraxtal
0xE0bCE5fD63c12Cc2f8b55431Ff6552C7A8273535,vAMMV2-CRV/wfrxETH,18,180878065746154074162,-1,0,0,0x331B9182088e2A7d6D3Fe4742AbA1fB231aEcc56,16494758822452669044146,16483371564985323332471,0xFC00000000000000000000000000000000000006,1996475783219510036,1995097503972413970,0xDD3E2c5E820bE11C1704eA09AD34FD832155D0dF,180753195469054704236,True,0x35B45D997B1EF6F01e806c8B3DE309fD372B04f2,0xE672729F55C70fB16b935FE0E7a0269f2eeac89c,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,1053396895391346,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,0,15,0,0,0,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0xB01234713d278D0aE3039d5930102956861d144B,252,Fraxtal,fraxtal
0xd52220b29aC607D279a7e08Fa0A4150A86239575,vAMMV2-XVELO/USDC,18,1000,-1,0,0,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,10458414731978,0,0xDcc0F2D8F90FDe85b10aC1c8Ab57dc0AE946A543,1,0,0x0000000000000000000000000000000000000000,0,False,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,0,0x0000000000000000000000000000000000000000,0,30,0,31469653145,3671,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x3d7920b24E7f8fa7c88fA01697a1881399609bd3,252,Fraxtal,fraxtal
0xC56a2eF6AE6167E259bd5d7Fe2DEe2eC52E235C6,vAMMV2-XVELO/FRAX,18,1000,-1,0,0,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,195795581119,0,0xFc00000000000000000000000000000000000001,4381934,0,0x0000000000000000000000000000000000000000,0,False,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,0,0x0000000000000000000000000000000000000000,0,30,0,1290934515561258,3011626514558,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x62357Fa5B8d251cC48Dc7a1D3C1eC1fAed7A97da,252,Fraxtal,fraxtal
0xC0714D89e44DF1eDf9788F566F0Ccc6d0bd10ecC,vAMMV2-FRAX/wfrxETH,18,99297426607337043,-1,0,0,0xFc00000000000000000000000000000000000001,5351788667611053106,0,0xFC00000000000000000000000000000000000006,1842420585238341,0,0x0000000000000000000000000000000000000000,0,False,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,0,0x0000000000000000000000000000000000000000,0,30,0,93735733671759139,32990911091675,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0xC0389Ffc81c8ce3d7D8684a867261Ff57D4F6c53,252,Fraxtal,fraxtal
0xb43F6D14FeFA510F014cf90c8Ab110803bB28778,vAMMV2-ION/wfrxETH,18,2169788676200570766688,-1,0,0,0x5BD5c0cB9E4404C63526433BcBd6d133C1d73ffE,14289084932909561159422367,14289084932909561152836893,0xFC00000000000000000000000000000000000006,329481307372590445,329481307372590444,0xcb33784926971C42a6239f7A0f4E09275a1AC4F7,2169788676200570765688,True,0xB1fFAE3BCc82ABAda61728Fc02282911491cE0a9,0x4588445916bd7d317f39aE0813b3944710DF5753,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,85524683675516,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,0,100,0,0,0,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0xf1D64ffc40Dc0050584dEf9496c0f7C463ec93Bf,252,Fraxtal,fraxtal
0x464036BC5657685c6D11cDB6277c60DaE7d96DE5,sAMMV2-dUSD/FRAX,18,100000000000000,0,0,0,0x788D96f655735f52c676A133f4dFC53cEC614d4A,111687606,0,0xFc00000000000000000000000000000000000001,88322586354064485139,0,0x0000000000000000000000000000000000000000,0,False,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,0,0x0000000000000000000000000000000000000000,0,5,0,405213,402565555204287167,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x7a072E86a9f238ba4849E4131Bc33BAfeD38Bcc7,252,Fraxtal,fraxtal
0xD8fAa584532A277377c31aD7c13dc4D60D865e89,vAMMV2-FRAX/FXS,18,390254752578891240,-1,0,0,0xFc00000000000000000000000000000000000001,352238916404725371,0,0xFc00000000000000000000000000000000000002,432994487083779885,0,0x0000000000000000000000000000000000000000,0,False,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,0,0x0000000000000000000000000000000000000000,0,30,0,19896691431722168,13588039728410662,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x7010eAe461185613b60B27EBE1C93BfDB4025f9B,252,Fraxtal,fraxtal
0xdc98457bE05371C0f3663e5b1f5d11101ca470De,sAMMV2-FXB20291231/FRAX,18,1000,0,0,0,0xF1e2b576aF4C6a7eE966b14C810b772391e92153,1553,0,0xFc00000000000000000000000000000000000001,487,0,0x0000000000000000000000000000000000000000,0,False,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,0,0x0000000000000000000000000000000000000000,0,5,0,539,893,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x4e16FE8767985680A84AD7ad2bC535Ae5aAEf86b,252,Fraxtal,fraxtal
0x0Ac9A8A23e786e80f530346991326991023BFe49,vAMMV2-FRAX/sfrxETH,18,3491214614276097,-1,0,0,0xFc00000000000000000000000000000000000001,201051421542640787,0,0xFC00000000000000000000000000000000000005,60643825080178,0,0x0000000000000000000000000000000000000000,0,False,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,0,0x0000000000000000000000000000000000000000,0,30,0,1646629553522135,665735578668,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0A0C8D9b844e84149fbEa426d291b60D6607c840,252,Fraxtal,fraxtal
0xccBbD80EE046f43D1C18d3159405515abe495202,vAMMV2-FXS/wfrxETH,18,51984732466532405,-1,0,0,0xFc00000000000000000000000000000000000002,3098620648618477890,0,0xFC00000000000000000000000000000000000006,872156761695131,0,0x0000000000000000000000000000000000000000,0,False,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,0,0x0000000000000000000000000000000000000000,0,30,0,142370557029162762,108740680953662,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0xB1B58500F13ba5421DC3aac8582464228A0c9b02,252,Fraxtal,fraxtal
0xa16cFDDc202dC1f8b2Ad41e0411c645073B209DA,vAMMV2-USDC/wfrxETH,18,5954343610,-1,0,0,0xDcc0F2D8F90FDe85b10aC1c8Ab57dc0AE946A543,320745,0,0xFC00000000000000000000000000000000000006,110707807952898,0,0x0000000000000000000000000000000000000000,0,False,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,0,0x0000000000000000000000000000000000000000,0,30,0,29766,8861324108362,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x94E20a0553f3220432219Ed226B2a309eb1C6f1B,252,Fraxtal,fraxtal
0x4078D064f1280d2d38BdaA4FD4D6e89d8691D2D8,vAMMV2-FXS/sfrxETH,18,100000000000000,-1,0,0,0xFc00000000000000000000000000000000000002,6475872037188978,0,0xFC00000000000000000000000000000000000005,1544193577092,0,0x0000000000000000000000000000000000000000,0,False,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,0,0x0000000000000000000000000000000000000000,0,30,0,98861212705463,1001057044467,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0xb70EE33fBf2E9Bc1c2c3a9D6C1B34242C06b5cB5,252,Fraxtal,fraxtal
0xB0eA63a0AdBcc7714A4d77af8C02F46D676e711F,vAMMV2-ezETH/wfrxETH,18,1000,-1,0,0,0x2416092f143378750bb29b79eD961ab195CcEea5,964,0,0xFC00000000000000000000000000000000000006,1039,0,0x0000000000000000000000000000000000000000,0,False,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,0,0x0000000000000000000000000000000000000000,0,30,0,11,11,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0xCe96DAf5E449195B37d6Bc984c6Ec15e7cCA0386,252,Fraxtal,fraxtal
0x78b070d999e082c9C705F90ce5f972E84EF9CBf3,vAMMV2-XVELO/wfrxETH,18,1000,-1,0,0,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,287505646,0,0xFC00000000000000000000000000000000000006,61562,0,0x0000000000000000000000000000000000000000,0,False,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,0,0x0000000000000000000000000000000000000000,0,30,0,57976561421,1245286,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x95A80a37FE6801Df5D547da2b02E5d72E4f9995F,252,Fraxtal,fraxtal
0xBD7131BdF425836706a60fF7788f75FAC3fD7D7C,vAMMV2-XOP/wfrxETH,18,0,-1,0,0,0xafcc6AE807187A31E84138F3860D4CE27973e01b,0,0,0xFC00000000000000000000000000000000000006,0,0,0x77dBE5eD08D7f96E9026F3ae55Dd3A1c53eA5500,0,True,0x03Bf94B7abaFcb1c586004Decc25bF3C1ABB2b0f,0x02eDE87623c01a72F56D129B8dDFFaa66FFF6fa5,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,0,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,0,30,0,0,0,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x80b06Ccdf82beCF98297acAD256929c7D7B2aa6F,252,Fraxtal,fraxtal
0x7a2535f4245C0C0503715661a509C86e23d4106C,vAMMV2-DKDEFI/WFRAX,18,1000,-1,0,0,0x7Ed7ff3e6E66e40B9EE19F376eB4DF89237ad210,49047,0,0xFc00000000000000000000000000000000000002,21,0,0x0000000000000000000000000000000000000000,0,False,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x31832f2a97Fd20664D76Cc421207669b55CE4BC0,0,0x0000000000000000000000000000000000000000,0,30,0,1833834,2542645,0,0,0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0xE4687eea987089a366b124fAC76DF80799341A9B,252,Fraxtal,fraxtal
0x436Ad937215A35E01055820d5Fd13bef991f3a1c,,18,4934700252427935960203939,50,1959,87381235384171820387010265090,0x211Cc4DD073734dA055fbF44a2b4667d5E5fE5d2,11987154726375006916906,9146166535733949455068,0xFc00000000000000000000000000000000000001,7325330635008078645183,2468235573821067354812,0x9dDD4EBd06606f042d5b713D03e414991d474c83,4934700252427935960203939,True,0xb957c550333222013aDe8baeF10e4608b3A850F6,0x6dDD1349FF177ebC008AcEA6Bd8aBCe171728FaD,0x04625B046C69577EfC40e6c0Bb83CDBAfab5a55F,5119291419502187,0x7f9AdFbd38b669F03d1d11000Bc76b9AaEA28A81,0,100,100000,45862825287250958,110759009773144696,0,0,0,0x991d5546C4B442B4c5fdc4c8B8b8d131DEB24702,0x0000000000000000000000000000000000000000,0xac4373c5fEb06d3F1e7CEbd186b6E642B5ec50e0,252,Fraxtal,fraxtal
